time,id,x,y,speed,headway,leader_id,target_accel_with_noise_with_failsafe,target_accel_no_noise_no_failsafe,target_accel_with_noise_no_failsafe,target_accel_no_noise_with_failsafe,realized_accel,road_grade,edge_id,lane_number,distance,relative_position,follower_id,leader_rel_speed
0,llm_1,0.0,-11.200000000000001,0.0,649.5454545454545,human_0,,,,,0,0,highway_0,0,0.0,0.0,,0.0
0.1,llm_1,0.00990089623058693,-11.200000000000001,0.0990089623058693,650.0454545454545,human_0,0.9999905192892797,0.9999905192892797,0.9999905192892797,0.9999905192892797,0.9900896230586929,0,highway_0,0,0.00990089623058693,0.00990089623058693,,0.0
0.2,llm_1,0.02970267932572104,-11.200000000000001,0.19801783095134107,650.0454545452955,human_0,0.9999895733192649,0.9999895733192649,0.9999895733192649,0.9999895733192649,0.9900886864547177,0,highway_0,0,0.02970267932572104,0.02970267932572104,,-1.5898898864108446e-09
0.3,llm_1,0.05940533929920247,-11.200000000000001,0.29702659973481427,650.0454545449621,human_0,0.9999885647130788,0.9999885647130788,0.9999885647130788,0.9999885647130788,0.990087687834732,0,highway_0,0,0.05940533929920247,0.05940533929920247,,-3.3331793436452983e-09
0.4,llm_1,0.09900886564673503,-11.200000000000001,0.3960352634753256,650.0454545444385,human_0,0.9999875037791645,0.9999875037791645,0.9999875037791645,0.9999875037791645,0.9900866374051132,0,highway_0,0,0.09900886564673503,0.09900886564673503,,-5.236827582688619e-09
0.5,llm_1,0.1485132472754527,-11.200000000000001,0.49504381628717675,650.0454545437077,human_0,0.9999863833996966,0.9999863833996966,0.9999863833996966,0.9999863833996966,0.9900855281185117,0,highway_0,0,0.1485132472754527,0.1485132472754527,,-7.3077659479281465e-09
0.6,llm_1,0.20791847240525665,-11.200000000000001,0.5940522512980394,650.0454545427524,human_0,0.9999851936097128,0.9999851936097128,0.9999851936097128,0.9999851936097128,0.9900843501086265,0,highway_0,0,0.20791847240525665,0.20791847240525665,,-9.552894142395019e-09
0.7,llm_1,0.27722452844196316,-11.200000000000001,0.6930605603670649,650.0454545415545,human_0,0.9999839215971569,0.9999839215971569,0.9999839215971569,0.9999839215971569,0.9900830906902547,0,highway_0,0,0.27722452844196316,0.27722452844196316,,-1.1979076952606249e-08
0.8,llm_1,0.356431401822263,-11.200000000000001,0.7920687338029984,650.0454545400951,human_0,0.9999825517029284,0.9999825517029284,0.9999825517029284,0.9999825517029284,0.9900817343593349,0,highway_0,0,0.356431401822263,0.356431401822263,,-1.4593140584828745e-08
0.9,llm_1,0.445539077830493,-11.200000000000001,0.8910767600822994,650.0454545383549,human_0,0.9999810654209409,0.9999810654209409,0.9999810654209409,0.9999810654209409,0.9900802627930105,0,highway_0,0,0.44553907783049296,0.44553907783049296,,-1.7401868834809875e-08
0,human_3,0.0,-8.0,0.0,649.5454545454545,human_2,,,,,0,0,highway_0,1,0.0,0.0,,0.0
0.1,human_3,0.00990089623058693,-8.0,0.0990089623058693,649.5454545454545,human_2,0.9999905192892797,0.9999905192892797,0.9999905192892797,0.9999905192892797,0.9900896230586929,0,highway_0,1,0.00990089623058693,0.00990089623058693,,0.0
0.2,human_3,0.029702679166728287,-8.0,0.19801782936141354,649.5454545454545,human_2,0.9999895572609967,0.9999895572609967,0.9999895572609967,0.9999895572609967,0.9900886705554425,0,highway_0,1,0.029702679166728287,0.029702679166728287,,3.7636560534792807e-14
0.3,human_3,0.05940533880687146,-8.0,0.2970265964014317,649.5454545454545,human_2,0.9999885471041838,0.9999885471041838,0.9999885471041838,0.9999885471041838,0.9900876704001815,0,highway_0,1,0.05940533880687146,0.05940533880687146,,2.032263246576349e-13
